-1.277830 42.000000 6.098310
-1.277830 42.000000 6.022920
-1.345130 42.000000 5.947570
-1.345130 42.000000 -1.699560
-1.412430 42.000000 -1.773540
-1.143250 42.000000 -1.847530
-1.210530 42.000000 -1.921530
-0.941424 42.000000 -6.022920
-1.008690 42.000000 -6.098310
-1.075970 42.000000 -6.173740
-1.008690 42.000000 -6.249210
-1.075970 42.000000 -6.324720
-1.143250 42.000000 -8.303460
-1.210530 42.000000 -8.380220
-1.277830 42.000000 -8.457050
-1.210530 42.000000 -8.533920
-1.143250 42.000000 -8.610850
-0.941424 42.000000 -11.025900
-1.143250 42.000000 -11.104900
-1.008690 42.000000 -11.184000
-1.143250 42.000000 -11.263100
-1.210530 42.000000 -11.342300
-7.334420 42.000000 1.403740
-7.334420 42.000000 1.329810
-7.403720 42.000000 1.255880
-7.265150 42.000000 1.181970
-7.265150 42.000000 1.108060
-0.268937 42.000000 4.373060
-0.874159 42.000000 4.298420
-0.874159 42.000000 4.223810
-0.941424 42.000000 4.149220
-1.143250 42.000000 4.074660
-0.739643 42.000000 -1.551630
-0.806899 42.000000 -1.625590
-0.874159 42.000000 -1.699560
-0.941424 42.000000 -1.773540
-0.403412 42.000000 -5.872250
-0.403412 42.000000 -5.947570
-0.336174 42.000000 -6.022920
-0.403412 42.000000 -6.098310
-0.403412 42.000000 -6.173740
-0.537896 42.000000 -9.538500
-0.403412 42.000000 -9.616190
-0.403412 42.000000 -9.693950
-0.403412 42.000000 -9.771770
-0.336174 42.000000 -9.849650
-0.336174 42.000000 -9.927600
6.230570 42.000000 1.329810
6.230570 42.000000 1.255880
6.299300 42.000000 1.181970
6.230570 42.000000 1.108060
6.230570 42.000000 1.034160
6.299300 42.000000 0.960263
-0.605142 42.000000 4.971210
-0.537896 42.000000 4.896340
-0.470653 42.000000 4.821490
-0.403412 42.000000 4.746680
-0.403412 42.000000 4.671900
-0.336174 42.000000 4.597150
-0.336174 42.000000 4.522420
-0.201701 42.000000 3.107500
-0.268937 42.000000 3.033250
-0.201701 42.000000 2.959020
-0.201701 42.000000 2.884810
-0.874159 42.000000 2.810620
-0.739643 42.000000 2.736440
-0.605142 42.000000 -0.369277
-0.739643 42.000000 -0.443138
-0.605142 42.000000 -0.517001
-0.605142 42.000000 -0.590867
-0.739643 42.000000 -0.664737
-0.739643 42.000000 -0.738612
